GENE1,GENE2,SCORE,HPRD,Pvalue
FCGRT,ITGB5,1.096411986,2,0.074905819
PLAT,EPHA4,1.096410395,2,0.007393
FAT,PTPRD,1.096409721,2,0.093756
PTPN3,ERBB2,1.09639887,2,0.013598
DCBLD2,NRP2,1.096356029,2,0.011454
COL8A1,TGFBR3,1.096335333,2,0.040156
PDGFRB,FLT3,1.096330124,2,0.079501
TNFSF10,EMR3,1.096323852,2,0.008201
CCL20,ITGAL,1.096313667,2,0.038484
SEPP1,ITGBL1,1.096307903,2,0.100145
CSF2,ITGA2,1.096285497,2,0.153865336
MAP3K2,ERBB2,1.096283839,2,0.181176494
CD1C,IL7R,1.096246658,2,0.000328509
C2,NCSTN,1.096241454,2,0.136224
EGFR,ENG,1.09622558,2,0.004038087
MYH10,LRP3,1.096201048,2,0.019118
TNC,ITGA9,1.096178728,2,0.009439
PCDHGB3,CELSR2,1.096163411,2,0.155642256
AHR,GUCY2F,1.096131445,2,0.129134
INHBB,GHR,1.096101302,2,0.143993
SNX10,IL10RB,1.096083875,2,0.094513041
TGFBR2,FGFR4,1.096042454,2,0.165807
TBXAS1,TNFRSF7,1.096029217,2,0.076795383
HCRTR2,DRD5,1.096028637,2,0.16209947
CTGF,GCGR,1.096027552,2,0.064787
CPE,ROR1,1.0960085,2,0.190275
JMY,TLR10,1.095999999,2,0.009579
MGC16169,VIPR2,1.095999999,2,0.009298
FBXO24,TLR10,1.095999999,2,0.009228
MGC13017,GPR92,1.095999999,2,0.009254
YPEL5,TLR10,1.095999999,2,0.009298
DNAH8,GPR92,1.095999999,2,0.00927
C22orf15,GPR92,1.095999999,2,0.009298
AK2,PTPRF,1.095988011,2,0.018365844
CD80,ALK,1.09598373,2,0.015954
DMPK,EPHB3,1.09597909,2,0.015147
ATP6V1H,ITGB1,1.095974482,2,0.03705
CDH4,FGFR1,1.095956518,2,0.034414
CTSE,ITGAL,1.095951692,2,0.078701859
REXO1,B7,1.095948716,2,0.009945
PLA2G4C,CD97,1.095947963,2,0.036691463
OR5V1,OR12D3,1.095939401,2,0.089555
TXK,TGFBR2,1.095932528,2,0.020842
EPS8L2,PTPRF,1.095919269,2,0.190905
HSPG2,GABBR1,1.095918684,2,0.152176
MMP14,ITGB6,1.095917154,2,0.058164
IL8RA,CMKLR1,1.095898968,2,0.048499
PTGS1,PVR,1.095890324,2,0.038088157
CASQ2,NRXN3,1.095871819,2,0.057360348
CD160,IL7R,1.09584222,2,0.147136114
IFNG,LILRB4,1.095834576,2,0.07313491
LPO,SELE,1.095826897,2,0.038775
OSBP,IGF1R,1.095805008,2,0.021749492
RARB,NOTCH2,1.095787793,2,0.013915
TREM1,CSF3R,1.095784183,2,0.082061317
UMOD,CD40,1.095777765,2,0.100400598
MAN1A1,TLR4,1.09577359,2,0.116973
RYK,LRP1,1.095760552,2,0.126002
TXNDC4,LRP6,1.095743073,2,0.028175
AVPR1A,AGTR1,1.095707593,2,0.025276407
DF,C1QR1,1.09569346,2,0.015524
COL17A1,FGFR1,1.095678479,2,0.011183
UNC5B,FGFR1,1.095677384,2,0.010685
MST1,TLR3,1.095671849,2,0.007566
CYR61,TNFRSF14,1.095671569,2,0.243848
LATS2,ROR1,1.095667601,2,0.008178
TIMP3,LRP6,1.095653503,2,0.009923
PAK1,IGF1R,1.095651247,2,0.162913913
ERN1,TNFRSF21,1.095643575,2,0.139454591
CIT,MUSK,1.095600181,2,0.032116848
SGCE,CD44,1.09557269,2,0.02341
ULK1,ACVR2B,1.095565646,2,0.066843
INHBA,NTRK3,1.095549527,2,0.096845
LARGE,FGFR2,1.09553507,2,0.053492
ADM,PRLR,1.095519539,2,0.064969
COL1A1,PVRL2,1.095512267,2,0.0730976
ITGB6,LRP6,1.095481154,2,0.01831
LYN,IL7R,1.095470247,1,0.11994942
HMMR,PLXNB1,1.09544866,2,0.09077516
FRK,TEK,1.095433242,2,0.016351
PPGB,NOTCH2,1.095404398,2,0.025681
PRKG1,TNFRSF21,1.095394114,2,0.010594
IGFBP4,EDNRB,1.09534193,2,0.166035
GDI2,ITGAV,1.095295147,2,0.091159
CCL3,CLEC5A,1.095286492,2,0.059866174
CDK5,ACVRL1,1.095284082,2,0.013798
S100B,F2R,1.095260139,2,0.105318
CXCL10,IL1R1,1.095255509,2,0.065911
EPHA5,EPHA8,1.09523489,2,0.047604723
SNF1LK2,FGFR1,1.095233129,2,0.006712
FPR1,P2RY14,1.095228411,2,0.008394
COL4A4,UNC5C,1.095220065,2,0.090766602
IL10,FPR1,1.09521948,2,0.013443
KPNA3,NOTCH2,1.095193201,2,0.212984867
SERPINA5,ENG,1.095192883,2,0.117993883
CD8A,CD53,1.095191384,2,0.007697
DVL1,ENG,1.095183828,2,0.021038
VEGF,IL10RB,1.095167447,2,0.119725053
THBS2,PDGFRB,1.095114016,2,0.112936849
CD226,LILRB1,1.095102966,2,0.093462
STC1,CCR8,1.095097211,2,0.022843
TNFRSF17,KLRC3,1.095078198,2,0.162828
ADAM17,NCSTN,1.094987442,2,0.011972
PAFAH1B1,NPR1,1.094974181,2,0.023980181
LAMA2,SCARB1,1.094971858,2,0.02262
GDF10,ITGA2,1.09495307,2,0.068391263
CXCL9,CSF1R,1.094922734,2,0.066246
PTPRN2,GABBR1,1.094893308,2,0.13639
GPR68,ITGB1,1.094890151,2,0.009198
SLCO2A1,EGFR,1.094876957,2,0.036034291
CSF3,TEK,1.094837038,2,0.149446205
ANK2,TNFRSF11B,1.094760199,2,0.015608
ARHGEF11,UNC5C,1.094737766,2,0.008619
USP5,ERBB2,1.094736316,2,0.009423
PCDHB3,ROBO4,1.094728901,2,0.064262599
PKD1,ITGB3,1.094715972,2,0.03021
CUBN,MPL,1.094707332,2,0.017529
NRP1,CELSR2,1.094670928,2,0.231969
HLA-A,DDR1,1.094666693,2,0.060192
TYROBP,LILRB1,1.09463385,2,0.096299
OMG,CHRM2,1.094604963,2,0.023091
ICOSLG,TNFRSF17,1.094591027,2,0.097561973
DAF,CD44,1.094590945,2,0.059613
VAV2,PTPRF,1.094572725,2,0.012215
YWHAH,OGFR,1.094558823,2,0.026667
CX3CR1,IL1RAP,1.094548742,2,0.179811242
KITLG,CELSR3,1.094527252,2,0.028755
IL2RB,PTAFR,1.094520743,2,0.041215
ADAM10,ITGAX,1.094491184,2,0.035692
MYLK,FLT1,1.09449111,2,0.035001
COL1A1,LRP10,1.094476233,2,0.0180609
TNFSF4,PDGFRA,1.094458793,2,0.107967374
TIMP1,PTPRO,1.094443222,2,0.095643
SLC25A14,CELSR2,1.094408921,2,0.028838
BRCA1,TGFBR2,1.094385445,2,0.014873945
FAT,EDNRB,1.094377104,2,0.009348
XCL2,IL2RG,1.094377096,2,0.013162
EREG,NOTCH1,1.094371153,2,0.013304
RELA,F2R,1.094363491,2,0.064683009
SDF2,TLR1,1.094361075,2,0.079627591
ALOX5AP,TLR1,1.094352735,2,0.053277432
BMX,BMPR1B,1.094340053,2,0.196878
LMNA,ITGB1,1.094321489,2,0.100880989
LAMA5,FLT1,1.094320695,2,0.089806
GSK3A,BMPR1A,1.094306988,2,0.010674
ARHGEF11,TNFRSF12A,1.094268129,2,0.125119371
OSBPL3,KDR,1.094246528,2,0.186825
C4BPA,SELE,1.094214753,2,0.008570253
ADORA3,CXCR3,1.094175767,2,0.06554
SLCO2A1,IL1R1,1.09417475,2,0.083169
VEGF,TEK,1.094167077,2,0.016868
PLCL2,CSF1R,1.094158352,2,0.136696
WNT6,CELSR1,1.094153183,2,0.121196
CD2,CD97,1.094081871,2,0.127228
FBLN1,EMR3,1.094062142,2,0.114485
GDF15,PLXNA3,1.094056371,2,0.04625
ERBB2,PTPRM,1.094024463,2,0.012595
CD4,ITGAV,1.094011486,2,0.01689532
USP7,FAS,1.094011287,2,0.010577
GTF3C2,ITGB1,1.094004465,2,0.027287
GPR109B,F2RL3,1.094000478,2,0.104399811
FBLN1,FAS,1.093991866,2,0.157018199
SSTR2,CCKBR,1.093958723,2,0.073987111
ITGA1,ITGAM,1.093954655,2,0.091144
THBS4,FAS,1.093946284,2,0.085972
ABL1,TLR3,1.093934951,2,0.016543
COL4A2,ACVR1,1.093918694,2,0.084016194
APOE,IL1RAP,1.093907468,2,0.064016
CHRND,UNC5C,1.093906336,2,0.073504664
LRPAP1,FCGR3A,1.093879324,2,0.1378
MST1,DDR1,1.093858446,2,0.13553
SH3BP2,NPR1,1.093851548,2,0.015246
NRP2,FGFR1,1.093837278,2,0.011053
NET1,MERTK,1.093793239,2,0.027281
GDF5,TEK,1.093787141,2,0.044078808
DCAMKL1,PTPRD,1.093749962,2,0.194066
COL6A3,ACVR1,1.093730228,2,0.229320561
CISH,PLXNA3,1.093728876,2,0.073764
SAA2,ITGAL,1.093726128,2,0.03846
LTF,LY75,1.093688731,2,0.077512898
LY96,IL4R,1.093677553,2,0.021609
MLLT4,CSF3R,1.093676968,2,0.128255
INHBB,MERTK,1.09365045,2,0.21672155
CXCL1,TNFRSF17,1.093632865,2,0.028984801
GPNMB,CD44,1.093625402,2,0.068268
MLLT4,HTR2A,1.09361891,2,0.03268809
GRIN2A,MTNR1B,1.093543598,2,0.187641235
EPHA7,ROS1,1.093516837,2,0.01889
AKT3,ROS1,1.093464555,2,0.116045
USF2,ITGAE,1.093460414,2,0.030204
HIPK3,TNFRSF10B,1.093446795,2,0.112353205
GAK,DGCR2,1.093416682,2,0.026295
COL5A1,PTK7,1.09337677,2,0.010069
CDH4,ITGA6,1.093353003,2,0.020679
TLR3,IL1R1,1.093350097,2,0.007776
SPTBN1,FGFR4,1.093323485,2,0.018718
FCN2,TLR4,1.093315295,2,0.031183628
RHO,OR1E1,1.093303497,2,0.039992
SEMA3C,LRP8,1.0932677,2,0.011299
REST,GPRC5B,1.093256993,2,0.063067
SIRT2,F2R,1.093253016,2,0.033047
BLK,EGFR,1.093249431,2,0.075969264
SLC9A3R1,CD40,1.093248135,2,0.013542
GDF10,PTHR1,1.093209891,2,0.099192
DSC2,ITGA9,1.093197883,2,0.009159
CSTA,MRC2,1.093197776,2,0.049182
AKT3,ACVR1,1.09313565,2,0.035186
DOK1,PTPRN2,1.093135264,2,0.063096931
THBS1,CXCR3,1.093118367,2,0.035836
GRIA1,HTR3A,1.093117385,2,0.196139
ST6GAL1,TLR4,1.093084208,2,0.035895625
CDC2L6,ACVR1,1.093079397,2,0.158903936
DSG2,ITGA2,1.093056581,2,0.009695
CCL18,ITGB2,1.093048007,2,0.127012
POFUT1,EPHA1,1.093047853,2,0.007135
DLG4,BLR1,1.09303305,2,0.113946783
SDHB,EPHA2,1.093028418,2,0.141952
USP5,INSR,1.092971989,2,0.129975
GLRA1,NRXN3,1.092963604,2,0.126401896
BAIAP2,EPHB4,1.092934948,2,0.003019552
SEMA4G,UNC5C,1.092925815,2,0.115437
TYROBP,FPR1,1.092907232,2,0.018289
PTPRK,PTPRM,1.092904904,2,0.028883
C1S,F2RL2,1.092893606,2,0.013203
CTSD,NRP1,1.09287878,2,0.159233114
FBLN5,LRP10,1.092836798,2,0.011734
EPHB6,NTRK1,1.092834658,2,0.014903158
MICAL1,TLR8,1.09279533,2,0.018955
GAS6,MST1R,1.0927849,2,0.010482
NPR2,NRP1,1.092767429,2,0.121867071
ANGPTL2,PDGFRB,1.092746484,2,0.153429151
DAF,F3,1.092700569,2,0.037500098
AAK1,PTPRS,1.092694543,2,0.28361
DDX4,PTPRA,1.092691245,2,0.084831
FGF2,NTRK2,1.092690686,2,0.111958519
KLRD1,KIR2DS3,1.092665762,2,0.142400571
CST3,LRP10,1.092662498,2,0.025276
PCDHB16,ENG,1.092660916,2,0.145037
NTN1,NRXN3,1.092657427,2,0.08215
GJA7,CCKBR,1.092603962,2,0.129983
LNK,CSF1R,1.092601825,2,0.008112
MALT1,CSF2RB,1.092601438,2,0.087659604
ITGA5,GPR56,1.092590284,2,0.060302
STS,TNFRSF12A,1.092584765,2,0.171641068
ROCK2,FGFR3,1.092569841,2,0.130012
KLK6,ITGB3,1.092529272,2,0.127036395
CCL13,OPRD1,1.092520038,2,0.037122538
PTPN11,EPOR,1.092499599,1,0.06682
CXCL12,LILRB5,1.092481168,2,0.007247
LILRB4,CD97,1.092480885,2,0.017653
LGALS3BP,CD97,1.092467077,2,0.055396
ICAM3,IFNAR2,1.092439915,2,0.063916
HBEGF,NPR1,1.092436885,2,0.015018
PF4,LY75,1.092432284,2,0.050039383
FAT,TNFRSF14,1.092408168,2,0.01959
SLBP,TMEM11,1.092370259,2,0.012246
MAP3K11,PTPRT,1.092349631,2,0.035212
SSTR5,CCR3,1.092335886,2,0.241623886
CCL13,GALR2,1.092314846,2,0.103794821
PRKDC,RASSF8,1.092300616,2,0.06512
PRKAR2A,MET,1.092289685,2,0.117064
BGN,ENG,1.092279786,2,0.195326047
LY75,TLR5,1.0922414,2,0.131838
IL8RB,TLR2,1.092192164,2,0.056331664
CNTN1,CSF3R,1.092184642,2,0.03431
ADAM8,TGFBR3,1.09215506,2,0.033961
EFEMP2,LRP1,1.092151613,2,0.102457
ENSA,ITGB1,1.092150549,2,0.034821
CCKAR,FPR1,1.09214722,2,0.006139
F2RL3,IFNAR2,1.092139882,2,0.041898
MAP2K5,PTPRM,1.092132236,2,0.026992
CX3CR1,GPR56,1.092106888,2,0.031689
COL4A3BP,FGFR3,1.092093723,2,0.010516
EIF2C4,TLR6,1.09205113,2,0.042018
LIMK1,TNFRSF1A,1.092031398,2,0.012182
CCR2,CXCR3,1.092022996,2,0.048669
NCOA1,C1QR1,1.092017093,2,0.105964
RCN2,ENG,1.092009115,2,0.100446
C3AR1,ITGB2,1.091994951,2,0.02035
MX1,TLR2,1.091986072,2,0.117422072
MAP4K4,TNFRSF10B,1.091970329,2,0.004474
TLR1,C1QR1,1.091902678,2,0.018757
PCDHGC3,TNFRSF1A,1.091900864,2,0.15238153
PTPN1,ROS1,1.091882926,2,0.083971
NOTCH3,SCARF1,1.091872968,2,0.066287
CD7,IL7R,1.091861341,2,0.00908
SEMA5A,EPHB4,1.091858879,2,0.107628
CACNA2D1,ITGA9,1.091854594,2,0.084429
STX12,C1QR1,1.091822072,2,0.074541072
MAP3K2,PDGFRB,1.091821105,2,0.092724895
BMP1,NTRK1,1.091802558,2,0.104270891
NRCAM,EPHA4,1.091778634,2,0.16666
BMPR1A,NOTCH2,1.09173221,2,0.015279
PON2,PTPRG,1.091732168,2,0.07293
XCL1,IFNGR1,1.091698955,2,0.074633545
NCK2,MET,1.091670168,2,0.142702332
COL6A1,ITGA3,1.091667859,2,0.178487808
SON,SMO,1.091655503,2,0.170952
HSPG2,CD47,1.091630972,2,0.123340194
PCDHGC3,FZD1,1.091611316,2,0.02229715
RAD23B,EPHA2,1.09157861,2,0.007877
CCL4,IL2RG,1.091549155,2,0.009397
KSR2,NPR2,1.091487363,2,0.081243137
CXCL2,IL12RB1,1.091418267,2,0.071468
PRKCSH,NOTCH2,1.091413562,2,0.063578
CXCL9,TLR8,1.091365998,2,0.076784998
ADAM9,ITGA9,1.09132737,2,0.020055
PKD1,EPHA5,1.091306941,2,0.015609
HLA-DMB,EMR3,1.091305804,2,0.092766
COL4A2,ATRN,1.091301769,2,0.020937
CLSTN1,ATRN,1.091261093,2,0.095935
DVL3,FZD2,1.091260601,2,0.082062
FBLN2,PTPRD,1.091250676,2,0.069742
FYB,PTPRE,1.091236523,2,0.014575
KHDRBS3,IL2RB,1.091234431,2,0.011797
EPHA1,EPHB1,1.091207129,2,0.029137
ARHGEF2,EPHA2,1.091156583,2,0.023203
ADM,CCR3,1.091117449,2,0.094367
ADAMDEC1,IL2RB,1.091110597,2,0.009333
OR10J1,OR1D4,1.091073056,2,0.076053
CDH5,MC1R,1.09105006,2,0.04770706
TNFAIP6,LDLR,1.091030872,2,0.207292
NCK2,FLT1,1.091023799,2,0.168584
CTSO,SELP,1.090974679,2,0.15399
GNAT2,LHCGR,1.090959861,2,0.007349
DMPK,ATRN,1.090928132,2,0.090507868
PGF,NOTCH2,1.090905787,2,0.077403
BMPR1A,NRXN3,1.090891029,2,0.140962
GRM8,DRD5,1.090864408,2,0.168347
ADAM12,SELP,1.090858775,2,0.00925
CSNK1G2,TNFRSF10B,1.090846953,2,0.008598
COL4A3,PTPRS,1.090843759,2,0.097989574
VAV1,ITGA4,1.090836589,2,0.04422
FCHSD2,EPHA4,1.090828971,2,0.118187138
MAPK12,BMPR1B,1.090828165,2,0.004653
GCGR,NRP2,1.090811249,2,0.015908082
EPHB2,EPHA8,1.090807766,2,0.141042266
NGFR,ITGB2,1.090756372,2,0.022098
PRKCI,NOTCH2,1.09074217,2,0.173598
LILRA2,CX3CR1,1.090733144,2,0.027638356
PRKACA,ACVR1,1.090725099,2,0.020694
C1QR1,TNFRSF17,1.090715122,2,0.048819955
ROR2,ACVR1,1.09070918,2,0.033794
PKP4,PLXNB1,1.090689984,2,0.007151
SNN,IL7R,1.090677981,2,0.033699
CD84,ITGAM,1.090671397,2,0.127288
TNFSF10,CCR1,1.090660393,2,0.076358893
NRTN,KDR,1.090651025,2,0.037684
IL6,CD40,1.090650964,2,0.04001337
ITGB4,LDLR,1.090606678,2,0.020877511
NPY,NRXN3,1.090591405,2,0.056352405
CLEC2B,IL7R,1.090570156,2,0.077423844
GREM1,ENG,1.09055559,2,0.011822
ADAMTS1,ATP6AP2,1.090549892,2,0.119061
PCCB,NOTCH2,1.090532567,2,0.023756
CDH6,F2R,1.090518895,2,0.079218
KIT,FGFR1,1.090501593,2,0.140816
KCNK7,GPR20,1.09045973,2,0.055911
SPOCK2,ITGAE,1.09045341,2,0.04825
HLA-DMA,ITGAM,1.090439209,2,0.046143
THBS1,ACVR1B,1.090426771,2,0.233285938
TM9SF1,TNFRSF11B,1.090404761,2,0.082383
CLSTN1,CD151,1.090382191,2,0.009728
PARD3,CALCR,1.090377915,2,0.075438
LRP5L,NOTCH2,1.090350515,2,0.131792
GRM2,HTR2A,1.090349737,2,0.00944043
ITGA5,IL1R1,1.090342855,2,0.028451
CSF3R,PTPRF,1.0903337,2,0.007491
C5,CRLF1,1.090305698,2,0.092982
PSMD2,CD9,1.090301889,2,0.033267111
PRDX4,PTPRS,1.090294146,2,0.044388813
HEPH,LRP1,1.090285223,2,0.117265223
NR5A1,GALR2,1.09028203,2,0.005997304
CCL23,TLR2,1.090273971,2,0.006638
CXCL13,LILRB2,1.090251592,2,0.1254
C1orf166,SELP,1.090197823,2,0.082607823
BCAR3,ITGAE,1.09019066,2,0.011854
ECM1,LDLR,1.09017971,2,0.009091
HSPCA,PTPRF,1.090157968,2,0.010488
CCL5,BDKRB2,1.090157397,2,0.147278
MCF2L,FGFR1,1.090147342,2,0.280781175
C4A,EGFR,1.09009728,2,0.105959
MMP11,ENG,1.090092232,2,0.007316
CDH2,IGF1R,1.09007673,2,0.147079
STAT1,IL12RB1,1.090058042,2,0.056823
PLAT,SCARB1,1.090054184,2,0.173796
FES,BAI1,1.09004413,2,0.016402
GRK5,TNFRSF21,1.090004678,2,0.006666
CTSH,LRP1,1.089934658,2,0.221984675
C7,ITGAV,1.089932576,2,0.185071
COL18A1,SDC2,1.089925095,2,0.015716
SGK3,LGR4,1.089916995,2,0.065272
LRP6,TNFRSF7,1.089876312,2,0.038311
CD79B,LILRB2,1.089870448,2,0.123379
GRB2,ENG,1.089857354,2,0.057194
SECTM1,IL2RB,1.089852348,2,0.005546
GRIN1,CCKBR,1.089832562,2,0.045078
CAMK1,TEK,1.089811559,2,0.213106
LGMN,NOTCH2,1.089784508,2,0.163243
OR12D2,OR2J2,1.089783476,2,0.209875
XCL1,CCR9,1.089764632,2,0.06918
CD19,ITGB2,1.089757034,2,0.0947202
CART,GRM3,1.089749364,2,0.156205969
BMP2,NRXN1,1.08974183,2,0.023218
OR1F1,OR10H2,1.089735066,2,0.111916
MUC4,LDLR,1.089733673,2,0.049060994
DLX2,PROCR,1.08972619,2,0.012565
INHBA,TREM1,1.089676564,2,0.015136064
SOCS1,PTPRS,1.089656245,2,0.093334
SFRP4,PROCR,1.089627827,2,0.01761666
FLT3LG,NOTCH2,1.089622835,2,0.014496665
PTPRC,EPHA5,1.089609548,2,0.012973
HLA-DRB1,IL2RB,1.089565389,2,0.090239
WIF1,FZD2,1.089542488,2,0.028620679
EMILIN2,EPHB4,1.089528184,2,0.045098184
FLT3,ROS1,1.089509045,2,0.020119
IL16,ADORA2A,1.08950279,2,0.00909
LAMA1,TGFBR3,1.089471267,2,0.019646
SERPINA3,IL8RB,1.089469167,2,0.039525
F10,ATRN,1.089462944,2,0.075626556
IGFBP7,DDR1,1.089444578,2,0.090799
SNN,KLRC3,1.089432694,2,0.047952639
CLSTN1,ADORA1,1.089427247,2,0.08911
SLIT3,CD47,1.089425618,2,0.063008
WARS2,NPR2,1.089423495,2,0.054159005
NEK4,BMPR1A,1.089420532,2,0.008906
ABL1,MST1R,1.089379167,2,0.096731
LTBP1,NPR1,1.089378107,2,0.08249294
NOTCH1,MST1R,1.089376248,2,0.100933
TIE1,PTPRM,1.089360763,2,0.010553
CDC2L1,BMPR2,1.089330859,2,0.028607
FLJ20364,NTRK3,1.089322695,2,0.011419
ANKRD28,CCR2,1.08930864,2,0.005637
F11R,SELE,1.089251644,2,0.105712
PHLDA2,TYRO3,1.089236137,2,0.222517
TNFRSF10C,TNFRSF1A,1.089196426,2,0.033619
WIF1,TSHR,1.089194571,2,0.052927404
TCERG1,BMPR2,1.089186039,2,0.024738
MMP12,NRP2,1.08918088,2,0.021502
CRLF1,LILRB1,1.089172954,2,0.156547121
IL1RL2,SELE,1.089165705,2,0.064418962
DVL2,SMO,1.089165617,2,0.09942155
CALCRL,SELP,1.089146379,2,0.207554379
SFRS2,GPR175,1.089128206,2,0.066442128
CLSTN1,FPRL2,1.089126145,2,0.070773
ITGAL,ITGA4,1.089053203,2,0.005222
SFRP1,ITGB5,1.089051574,2,0.005618
CCL5,LRP6,1.089034752,2,0.007143248
SGK2,TGFBR2,1.089026504,2,0.163417
USH1C,GPR143,1.089011061,2,0.081542272
DOCK9,KIT,1.088983338,2,0.030839
GRK1,ACVR1,1.088979021,2,0.02013
TNFRSF1B,CSF2RB,1.088952839,2,0.143699827
IL7,CCR2,1.088952577,2,0.139497
TNK1,PTK7,1.088931019,2,0.007417
CD1C,C1QR1,1.088927997,2,0.033666
CHRNA2,GRM1,1.088924697,2,0.06361
RNF130,TMEFF1,1.088896506,2,0.01347966
CLEC4M,IL8RB,1.088890374,2,0.006613
GFRA1,LRP8,1.088881154,2,0.02245
TFPI2,IL1R1,1.088868183,2,0.007957
CIT,INSR,1.088838021,2,0.012107
JAG2,CASR,1.088813494,2,0.061334
SHC3,NOTCH4,1.088813013,2,0.011838
LOC93349,CD37,1.088781503,2,0.01841183
TGFBR3,NOTCH3,1.088761536,2,0.010205
PRKG1,TNFRSF1A,1.088747812,2,0.069941188
ALB,SCARB1,1.08873207,2,0.203540263
LU,ITGA1,1.088705963,2,0.009746
SLC43A3,LRP8,1.08866114,2,0.016599
TRAM1,LRP2,1.088659867,2,0.036072
LOC90355,CELSR2,1.088641441,2,0.023264
SCARB2,EPHA2,1.088636938,2,0.188074
TRIM22,IFNAR1,1.088636736,2,0.036524
CISH,NOTCH2,1.088631232,2,0.011763
DUSP10,BMPR1B,1.088619427,2,0.017569
LRP5,ITGAV,1.088617931,2,0.020381
BMPR2,LTBR,1.088602738,2,0.022064
G1P2,CSF1R,1.088597186,2,0.067125
COL4A6,LDLR,1.08859177,2,0.264624436
FNBP1,PTPRN2,1.08858116,2,0.079882
SH3BP2,COLEC12,1.088566307,2,0.135796
ANTXR1,LRP6,1.088557936,2,0.072053436
MLANA,OR2C1,1.088542816,2,0.060827
IL6ST,AXL,1.088538646,2,0.016659
APOA2,CRLF1,1.088536165,2,0.07415
CD59,ITGAV,1.088535266,2,0.0219
COL7A1,PLXNB1,1.08853029,2,0.076529
PTGS2,CD63,1.088517153,2,0.204229
PTN,NOTCH2,1.088512918,2,0.018914
FBLN1,KIT,1.088498905,2,0.076235
MLLT4,NRP1,1.088498768,2,0.06502
APOL1,NOTCH1,1.088492432,2,0.050962
GRB2,PTPRK,1.088487931,2,0.290298598
NOTCH1,IL2RA,1.088480535,2,0.030148
MFAP5,ACVR1B,1.088459298,2,0.04495
IGF1R,TIE1,1.088437873,2,0.087787
PTCH,UNC5C,1.088386038,2,0.026347628
CEACAM1,CELSR1,1.088374418,2,0.138431
CXCL3,TREM1,1.088317215,2,0.055116451
GUCY2D,PTPRS,1.088307849,2,0.027568
PLAT,PTPRN2,1.088305845,2,0.01448
CDK6,TNFRSF21,1.088292501,2,0.005627499
SBF1,FGFR4,1.088288809,2,0.012864
HTR2A,MTNR1B,1.088265853,2,0.066816519
GNPTG,MGRN1,1.08825814,2,0.051085473
IL8RA,NCR1,1.088253019,2,0.025013
MTHFD2,BMPR1A,1.088246165,2,0.127663998
PKD1,KREMEN1,1.088197213,2,0.138481546
TTN,PTK7,1.088184963,2,0.016113
HLA-DOA,CD44,1.088174701,2,0.129799
AMHR2,ACVR1,1.088166025,2,0.037053142
DKFZP586H2123,IFNAR1,1.088128831,2,0.031208
PRSS8,SELP,1.088111908,2,0.106179
CIT,EPHA3,1.088083526,2,0.015412
H6PD,EMR3,1.088069361,2,0.133069
SFRP4,EPHB3,1.088048923,2,0.024135
PTPRU,GCGR,1.088027555,2,0.016989
GAS6,TNFRSF1B,1.088002688,2,0.011625
LOC168850,MLNR,1.088,2,0.060599
PTPN12,EPHA3,1.087970609,2,0.012009
PF4,LILRB4,1.08796611,2,0.067974277
FAM3C,LRP1,1.087962939,2,0.212755439
SLC39A6,EMR3,1.087940964,2,0.135106
DGKE,NOTCH4,1.087928151,2,0.012031
TNK2,BMPR2,1.087925316,2,0.036675316
DLC1,NOTCH2,1.087911459,2,0.097814375
CCL13,CCR7,1.087910386,2,0.066656781
COL1A2,PDGFRB,1.08789781,2,0.010855
CRLF1,ITGB2,1.087867069,2,0.166932
TXK,GUCY2C,1.087863896,2,0.059473104
ITGA9,ITGAM,1.087862774,2,0.064295393
GDF15,GFRA1,1.087856094,2,0.021031
ELAC2,ATRN,1.087842671,2,0.04194
C5,TLR5,1.087797638,2,0.112535305
LILRB1,C1QR1,1.087748565,2,0.054601
F8,PLAUR,1.087738821,2,0.096411821
STK17A,ACVR2B,1.087729905,2,0.163982429
CCL2,EPHA5,1.087717705,2,0.078219871
MARCO,TREM1,1.087716132,2,0.041818202
APP,TNFRSF14,1.08771307,2,0.123318904
DCBLD2,CRLF1,1.08770348,2,0.036792353
CD4,CX3CR1,1.087691981,2,0.105102
CD63,SELP,1.087689202,2,0.063776
SH2B,PDGFRA,1.087687592,2,0.010004
CD164,TIE1,1.087629474,2,0.033163
CHN1,ITGAE,1.087628504,2,0.012855
SYK,ACVR2B,1.087599741,2,0.055928408
KIT,FLT4,1.087584045,2,0.075780788
PTPRT,FGFR1,1.087575654,2,0.175948
SFTPD,IFNAR2,1.087557448,2,0.05895
MAP2K4,ERBB4,1.087523886,2,0.108798
PTPRZ1,FGFR2,1.087502684,2,0.030927649
HGF,ERBB2,1.087496787,2,0.060404953
CD14,NOTCH4,1.087493772,2,0.023051
ECHS1,ENG,1.087483618,2,0.092945
KIR2DL4,IL7R,1.087473034,2,0.026929
RQCD1,EMR3,1.087432768,2,0.0597
AKT1,FAS,1.08742385,2,0.026089
HPN,SCARF1,1.087423806,2,0.060409
ADCY6,GUCY2D,1.087420732,2,0.068343066
GBA,LRP6,1.087415149,2,0.090675
FAT,ERBB3,1.087361262,2,0.099900762
CD226,EMR1,1.087358372,2,0.144579795
MASP2,SELE,1.087345132,2,0.063440368
EPHB6,EPHA8,1.087338396,2,0.041638896
F9,KIR3DL1,1.087322671,2,0.015248
